Name,Value,Tolerance,Power,Package,Comment,Created_By,Created_Date,Library Ref,Library Path,Footprint Ref,Footprint Path
Res_8.2k_0402_1/10W_5%,8.2k,5%,1/10W,0402,Resistor 8.2k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_9.1k_0402_1/10W_5%,9.1k,5%,1/10W,0402,Resistor 9.1k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_10k_0402_1/10W_5%,10k,5%,1/10W,0402,Resistor 10k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_11k_0402_1/10W_5%,11k,5%,1/10W,0402,Resistor 11k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_12k_0402_1/10W_5%,12k,5%,1/10W,0402,Resistor 12k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_13k_0402_1/10W_5%,13k,5%,1/10W,0402,Resistor 13k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_15k_0402_1/10W_5%,15k,5%,1/10W,0402,Resistor 15k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_16k_0402_1/10W_5%,16k,5%,1/10W,0402,Resistor 16k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_18k_0402_1/10W_5%,18k,5%,1/10W,0402,Resistor 18k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_20k_0402_1/10W_5%,20k,5%,1/10W,0402,Resistor 20k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_22k_0402_1/10W_5%,22k,5%,1/10W,0402,Resistor 22k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_24k_0402_1/10W_5%,24k,5%,1/10W,0402,Resistor 24k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_27k_0402_1/10W_5%,27k,5%,1/10W,0402,Resistor 27k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_30k_0402_1/10W_5%,30k,5%,1/10W,0402,Resistor 30k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_33k_0402_1/10W_5%,33k,5%,1/10W,0402,Resistor 33k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_36k_0402_1/10W_5%,36k,5%,1/10W,0402,Resistor 36k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_39k_0402_1/10W_5%,39k,5%,1/10W,0402,Resistor 39k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_43k_0402_1/10W_5%,43k,5%,1/10W,0402,Resistor 43k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_47k_0402_1/10W_5%,47k,5%,1/10W,0402,Resistor 47k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_51k_0402_1/10W_5%,51k,5%,1/10W,0402,Resistor 51k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_56k_0402_1/10W_5%,56k,5%,1/10W,0402,Resistor 56k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_62k_0402_1/10W_5%,62k,5%,1/10W,0402,Resistor 62k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_68k_0402_1/10W_5%,68k,5%,1/10W,0402,Resistor 68k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_75k_0402_1/10W_5%,75k,5%,1/10W,0402,Resistor 75k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_82k_0402_1/10W_5%,82k,5%,1/10W,0402,Resistor 82k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_91k_0402_1/10W_5%,91k,5%,1/10W,0402,Resistor 91k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_100k_0402_1/10W_5%,100k,5%,1/10W,0402,Resistor 100k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_110k_0402_1/10W_5%,110k,5%,1/10W,0402,Resistor 110k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_120k_0402_1/10W_5%,120k,5%,1/10W,0402,Resistor 120k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_130k_0402_1/10W_5%,130k,5%,1/10W,0402,Resistor 130k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_150k_0402_1/10W_5%,150k,5%,1/10W,0402,Resistor 150k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_160k_0402_1/10W_5%,160k,5%,1/10W,0402,Resistor 160k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_180k_0402_1/10W_5%,180k,5%,1/10W,0402,Resistor 180k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_200k_0402_1/10W_5%,200k,5%,1/10W,0402,Resistor 200k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_220k_0402_1/10W_5%,220k,5%,1/10W,0402,Resistor 220k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_240k_0402_1/10W_5%,240k,5%,1/10W,0402,Resistor 240k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_270k_0402_1/10W_5%,270k,5%,1/10W,0402,Resistor 270k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_300k_0402_1/10W_5%,300k,5%,1/10W,0402,Resistor 300k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_330k_0402_1/10W_5%,330k,5%,1/10W,0402,Resistor 330k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_360k_0402_1/10W_5%,360k,5%,1/10W,0402,Resistor 360k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_390k_0402_1/10W_5%,390k,5%,1/10W,0402,Resistor 390k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_430k_0402_1/10W_5%,430k,5%,1/10W,0402,Resistor 430k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_470k_0402_1/10W_5%,470k,5%,1/10W,0402,Resistor 470k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_510k_0402_1/10W_5%,510k,5%,1/10W,0402,Resistor 510k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_560k_0402_1/10W_5%,560k,5%,1/10W,0402,Resistor 560k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_620k_0402_1/10W_5%,620k,5%,1/10W,0402,Resistor 620k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_680k_0402_1/10W_5%,680k,5%,1/10W,0402,Resistor 680k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_750k_0402_1/10W_5%,750k,5%,1/10W,0402,Resistor 750k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_820k_0402_1/10W_5%,820k,5%,1/10W,0402,Resistor 820k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_910k_0402_1/10W_5%,910k,5%,1/10W,0402,Resistor 910k 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_1.0M_0402_1/10W_5%,1.0M,5%,1/10W,0402,Resistor 1.0M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_1.1M_0402_1/10W_5%,1.1M,5%,1/10W,0402,Resistor 1.1M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_1.2M_0402_1/10W_5%,1.2M,5%,1/10W,0402,Resistor 1.2M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_1.3M_0402_1/10W_5%,1.3M,5%,1/10W,0402,Resistor 1.3M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_1.5M_0402_1/10W_5%,1.5M,5%,1/10W,0402,Resistor 1.5M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_1.6M_0402_1/10W_5%,1.6M,5%,1/10W,0402,Resistor 1.6M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_1.8M_0402_1/10W_5%,1.8M,5%,1/10W,0402,Resistor 1.8M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_2.0M_0402_1/10W_5%,2.0M,5%,1/10W,0402,Resistor 2.0M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_2.2M_0402_1/10W_5%,2.2M,5%,1/10W,0402,Resistor 2.2M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_2.4M_0402_1/10W_5%,2.4M,5%,1/10W,0402,Resistor 2.4M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_2.7M_0402_1/10W_5%,2.7M,5%,1/10W,0402,Resistor 2.7M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_3.0M_0402_1/10W_5%,3.0M,5%,1/10W,0402,Resistor 3.0M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_3.3M_0402_1/10W_5%,3.3M,5%,1/10W,0402,Resistor 3.3M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_3.6M_0402_1/10W_5%,3.6M,5%,1/10W,0402,Resistor 3.6M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_3.9M_0402_1/10W_5%,3.9M,5%,1/10W,0402,Resistor 3.9M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_4.3M_0402_1/10W_5%,4.3M,5%,1/10W,0402,Resistor 4.3M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_4.7M_0402_1/10W_5%,4.7M,5%,1/10W,0402,Resistor 4.7M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_5.1M_0402_1/10W_5%,5.1M,5%,1/10W,0402,Resistor 5.1M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_5.6M_0402_1/10W_5%,5.6M,5%,1/10W,0402,Resistor 5.6M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_6.2M_0402_1/10W_5%,6.2M,5%,1/10W,0402,Resistor 6.2M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_6.8M_0402_1/10W_5%,6.8M,5%,1/10W,0402,Resistor 6.8M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_7.5M_0402_1/10W_5%,7.5M,5%,1/10W,0402,Resistor 7.5M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_8.2M_0402_1/10W_5%,8.2M,5%,1/10W,0402,Resistor 8.2M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_9.1M_0402_1/10W_5%,9.1M,5%,1/10W,0402,Resistor 9.1M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_10M_0402_1/10W_5%,10M,5%,1/10W,0402,Resistor 10M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_11M_0402_1/10W_5%,11M,5%,1/10W,0402,Resistor 11M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_12M_0402_1/10W_5%,12M,5%,1/10W,0402,Resistor 12M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_13M_0402_1/10W_5%,13M,5%,1/10W,0402,Resistor 13M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_15M_0402_1/10W_5%,15M,5%,1/10W,0402,Resistor 15M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_16M_0402_1/10W_5%,16M,5%,1/10W,0402,Resistor 16M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_18M_0402_1/10W_5%,18M,5%,1/10W,0402,Resistor 18M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_20M_0402_1/10W_5%,20M,5%,1/10W,0402,Resistor 20M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_22M_0402_1/10W_5%,22M,5%,1/10W,0402,Resistor 22M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_24M_0402_1/10W_5%,24M,5%,1/10W,0402,Resistor 24M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_27M_0402_1/10W_5%,27M,5%,1/10W,0402,Resistor 27M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_30M_0402_1/10W_5%,30M,5%,1/10W,0402,Resistor 30M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_33M_0402_1/10W_5%,33M,5%,1/10W,0402,Resistor 33M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_36M_0402_1/10W_5%,36M,5%,1/10W,0402,Resistor 36M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_39M_0402_1/10W_5%,39M,5%,1/10W,0402,Resistor 39M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_43M_0402_1/10W_5%,43M,5%,1/10W,0402,Resistor 43M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_47M_0402_1/10W_5%,47M,5%,1/10W,0402,Resistor 47M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_51M_0402_1/10W_5%,51M,5%,1/10W,0402,Resistor 51M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_56M_0402_1/10W_5%,56M,5%,1/10W,0402,Resistor 56M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_62M_0402_1/10W_5%,62M,5%,1/10W,0402,Resistor 62M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_68M_0402_1/10W_5%,68M,5%,1/10W,0402,Resistor 68M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_75M_0402_1/10W_5%,75M,5%,1/10W,0402,Resistor 75M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_82M_0402_1/10W_5%,82M,5%,1/10W,0402,Resistor 82M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_91M_0402_1/10W_5%,91M,5%,1/10W,0402,Resistor 91M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_100M_0402_1/10W_5%,100M,5%,1/10W,0402,Resistor 100M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_110M_0402_1/10W_5%,110M,5%,1/10W,0402,Resistor 110M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_120M_0402_1/10W_5%,120M,5%,1/10W,0402,Resistor 120M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_130M_0402_1/10W_5%,130M,5%,1/10W,0402,Resistor 130M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_150M_0402_1/10W_5%,150M,5%,1/10W,0402,Resistor 150M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_160M_0402_1/10W_5%,160M,5%,1/10W,0402,Resistor 160M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_180M_0402_1/10W_5%,180M,5%,1/10W,0402,Resistor 180M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_200M_0402_1/10W_5%,200M,5%,1/10W,0402,Resistor 200M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_220M_0402_1/10W_5%,220M,5%,1/10W,0402,Resistor 220M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_240M_0402_1/10W_5%,240M,5%,1/10W,0402,Resistor 240M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_270M_0402_1/10W_5%,270M,5%,1/10W,0402,Resistor 270M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_300M_0402_1/10W_5%,300M,5%,1/10W,0402,Resistor 300M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_330M_0402_1/10W_5%,330M,5%,1/10W,0402,Resistor 330M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_360M_0402_1/10W_5%,360M,5%,1/10W,0402,Resistor 360M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_390M_0402_1/10W_5%,390M,5%,1/10W,0402,Resistor 390M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_430M_0402_1/10W_5%,430M,5%,1/10W,0402,Resistor 430M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_470M_0402_1/10W_5%,470M,5%,1/10W,0402,Resistor 470M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_510M_0402_1/10W_5%,510M,5%,1/10W,0402,Resistor 510M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_560M_0402_1/10W_5%,560M,5%,1/10W,0402,Resistor 560M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_620M_0402_1/10W_5%,620M,5%,1/10W,0402,Resistor 620M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_680M_0402_1/10W_5%,680M,5%,1/10W,0402,Resistor 680M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_750M_0402_1/10W_5%,750M,5%,1/10W,0402,Resistor 750M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_820M_0402_1/10W_5%,820M,5%,1/10W,0402,Resistor 820M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_910M_0402_1/10W_5%,910M,5%,1/10W,0402,Resistor 910M 0402 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0402,Footprints/Passibes.Pcblib
Res_1.0_0603_1/10W_5%,1.0,5%,1/10W,0603,Resistor 1.0 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_1.1_0603_1/10W_5%,1.1,5%,1/10W,0603,Resistor 1.1 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_1.2_0603_1/10W_5%,1.2,5%,1/10W,0603,Resistor 1.2 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_1.3_0603_1/10W_5%,1.3,5%,1/10W,0603,Resistor 1.3 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_1.5_0603_1/10W_5%,1.5,5%,1/10W,0603,Resistor 1.5 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_1.6_0603_1/10W_5%,1.6,5%,1/10W,0603,Resistor 1.6 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_1.8_0603_1/10W_5%,1.8,5%,1/10W,0603,Resistor 1.8 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_2.0_0603_1/10W_5%,2.0,5%,1/10W,0603,Resistor 2.0 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_2.2_0603_1/10W_5%,2.2,5%,1/10W,0603,Resistor 2.2 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_2.4_0603_1/10W_5%,2.4,5%,1/10W,0603,Resistor 2.4 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_2.7_0603_1/10W_5%,2.7,5%,1/10W,0603,Resistor 2.7 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_3.0_0603_1/10W_5%,3.0,5%,1/10W,0603,Resistor 3.0 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_3.3_0603_1/10W_5%,3.3,5%,1/10W,0603,Resistor 3.3 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_3.6_0603_1/10W_5%,3.6,5%,1/10W,0603,Resistor 3.6 0603 1/10W 5%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
