Name,Value,Tolerance,Power,Package,Comment,Created_By,Created_Date,Library Ref,Library Path,Footprint Ref,Footprint Path
Res_390M_0603_1/10W_1%,390M,1%,1/10W,0603,Resistor 390M 0603 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_430M_0603_1/10W_1%,430M,1%,1/10W,0603,Resistor 430M 0603 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_470M_0603_1/10W_1%,470M,1%,1/10W,0603,Resistor 470M 0603 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_510M_0603_1/10W_1%,510M,1%,1/10W,0603,Resistor 510M 0603 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_560M_0603_1/10W_1%,560M,1%,1/10W,0603,Resistor 560M 0603 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_620M_0603_1/10W_1%,620M,1%,1/10W,0603,Resistor 620M 0603 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_680M_0603_1/10W_1%,680M,1%,1/10W,0603,Resistor 680M 0603 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_750M_0603_1/10W_1%,750M,1%,1/10W,0603,Resistor 750M 0603 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_820M_0603_1/10W_1%,820M,1%,1/10W,0603,Resistor 820M 0603 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_910M_0603_1/10W_1%,910M,1%,1/10W,0603,Resistor 910M 0603 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0603,Footprints/Passibes.Pcblib
Res_1.0_0805_1/10W_1%,1.0,1%,1/10W,0805,Resistor 1.0 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.1_0805_1/10W_1%,1.1,1%,1/10W,0805,Resistor 1.1 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.2_0805_1/10W_1%,1.2,1%,1/10W,0805,Resistor 1.2 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.3_0805_1/10W_1%,1.3,1%,1/10W,0805,Resistor 1.3 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.5_0805_1/10W_1%,1.5,1%,1/10W,0805,Resistor 1.5 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.6_0805_1/10W_1%,1.6,1%,1/10W,0805,Resistor 1.6 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.8_0805_1/10W_1%,1.8,1%,1/10W,0805,Resistor 1.8 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_2.0_0805_1/10W_1%,2.0,1%,1/10W,0805,Resistor 2.0 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_2.2_0805_1/10W_1%,2.2,1%,1/10W,0805,Resistor 2.2 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_2.4_0805_1/10W_1%,2.4,1%,1/10W,0805,Resistor 2.4 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_2.7_0805_1/10W_1%,2.7,1%,1/10W,0805,Resistor 2.7 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_3.0_0805_1/10W_1%,3.0,1%,1/10W,0805,Resistor 3.0 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_3.3_0805_1/10W_1%,3.3,1%,1/10W,0805,Resistor 3.3 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_3.6_0805_1/10W_1%,3.6,1%,1/10W,0805,Resistor 3.6 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_3.9_0805_1/10W_1%,3.9,1%,1/10W,0805,Resistor 3.9 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_4.3_0805_1/10W_1%,4.3,1%,1/10W,0805,Resistor 4.3 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_4.7_0805_1/10W_1%,4.7,1%,1/10W,0805,Resistor 4.7 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_5.1_0805_1/10W_1%,5.1,1%,1/10W,0805,Resistor 5.1 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_5.6_0805_1/10W_1%,5.6,1%,1/10W,0805,Resistor 5.6 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_6.2_0805_1/10W_1%,6.2,1%,1/10W,0805,Resistor 6.2 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_6.8_0805_1/10W_1%,6.8,1%,1/10W,0805,Resistor 6.8 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_7.5_0805_1/10W_1%,7.5,1%,1/10W,0805,Resistor 7.5 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_8.2_0805_1/10W_1%,8.2,1%,1/10W,0805,Resistor 8.2 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_9.1_0805_1/10W_1%,9.1,1%,1/10W,0805,Resistor 9.1 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_10_0805_1/10W_1%,10,1%,1/10W,0805,Resistor 10 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_11_0805_1/10W_1%,11,1%,1/10W,0805,Resistor 11 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_12_0805_1/10W_1%,12,1%,1/10W,0805,Resistor 12 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_13_0805_1/10W_1%,13,1%,1/10W,0805,Resistor 13 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_15_0805_1/10W_1%,15,1%,1/10W,0805,Resistor 15 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_16_0805_1/10W_1%,16,1%,1/10W,0805,Resistor 16 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_18_0805_1/10W_1%,18,1%,1/10W,0805,Resistor 18 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_20_0805_1/10W_1%,20,1%,1/10W,0805,Resistor 20 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_22_0805_1/10W_1%,22,1%,1/10W,0805,Resistor 22 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_24_0805_1/10W_1%,24,1%,1/10W,0805,Resistor 24 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_27_0805_1/10W_1%,27,1%,1/10W,0805,Resistor 27 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_30_0805_1/10W_1%,30,1%,1/10W,0805,Resistor 30 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_33_0805_1/10W_1%,33,1%,1/10W,0805,Resistor 33 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_36_0805_1/10W_1%,36,1%,1/10W,0805,Resistor 36 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_39_0805_1/10W_1%,39,1%,1/10W,0805,Resistor 39 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_43_0805_1/10W_1%,43,1%,1/10W,0805,Resistor 43 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_47_0805_1/10W_1%,47,1%,1/10W,0805,Resistor 47 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_51_0805_1/10W_1%,51,1%,1/10W,0805,Resistor 51 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_56_0805_1/10W_1%,56,1%,1/10W,0805,Resistor 56 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_62_0805_1/10W_1%,62,1%,1/10W,0805,Resistor 62 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_68_0805_1/10W_1%,68,1%,1/10W,0805,Resistor 68 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_75_0805_1/10W_1%,75,1%,1/10W,0805,Resistor 75 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_82_0805_1/10W_1%,82,1%,1/10W,0805,Resistor 82 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_91_0805_1/10W_1%,91,1%,1/10W,0805,Resistor 91 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_100_0805_1/10W_1%,100,1%,1/10W,0805,Resistor 100 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_110_0805_1/10W_1%,110,1%,1/10W,0805,Resistor 110 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_120_0805_1/10W_1%,120,1%,1/10W,0805,Resistor 120 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_130_0805_1/10W_1%,130,1%,1/10W,0805,Resistor 130 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_150_0805_1/10W_1%,150,1%,1/10W,0805,Resistor 150 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_160_0805_1/10W_1%,160,1%,1/10W,0805,Resistor 160 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_180_0805_1/10W_1%,180,1%,1/10W,0805,Resistor 180 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_200_0805_1/10W_1%,200,1%,1/10W,0805,Resistor 200 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_220_0805_1/10W_1%,220,1%,1/10W,0805,Resistor 220 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_240_0805_1/10W_1%,240,1%,1/10W,0805,Resistor 240 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_270_0805_1/10W_1%,270,1%,1/10W,0805,Resistor 270 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_300_0805_1/10W_1%,300,1%,1/10W,0805,Resistor 300 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_330_0805_1/10W_1%,330,1%,1/10W,0805,Resistor 330 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_360_0805_1/10W_1%,360,1%,1/10W,0805,Resistor 360 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_390_0805_1/10W_1%,390,1%,1/10W,0805,Resistor 390 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_430_0805_1/10W_1%,430,1%,1/10W,0805,Resistor 430 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_470_0805_1/10W_1%,470,1%,1/10W,0805,Resistor 470 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_510_0805_1/10W_1%,510,1%,1/10W,0805,Resistor 510 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_560_0805_1/10W_1%,560,1%,1/10W,0805,Resistor 560 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_620_0805_1/10W_1%,620,1%,1/10W,0805,Resistor 620 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_680_0805_1/10W_1%,680,1%,1/10W,0805,Resistor 680 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_750_0805_1/10W_1%,750,1%,1/10W,0805,Resistor 750 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_820_0805_1/10W_1%,820,1%,1/10W,0805,Resistor 820 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_910_0805_1/10W_1%,910,1%,1/10W,0805,Resistor 910 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.0k_0805_1/10W_1%,1.0k,1%,1/10W,0805,Resistor 1.0k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.1k_0805_1/10W_1%,1.1k,1%,1/10W,0805,Resistor 1.1k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.2k_0805_1/10W_1%,1.2k,1%,1/10W,0805,Resistor 1.2k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.3k_0805_1/10W_1%,1.3k,1%,1/10W,0805,Resistor 1.3k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.5k_0805_1/10W_1%,1.5k,1%,1/10W,0805,Resistor 1.5k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.6k_0805_1/10W_1%,1.6k,1%,1/10W,0805,Resistor 1.6k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_1.8k_0805_1/10W_1%,1.8k,1%,1/10W,0805,Resistor 1.8k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_2.0k_0805_1/10W_1%,2.0k,1%,1/10W,0805,Resistor 2.0k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_2.2k_0805_1/10W_1%,2.2k,1%,1/10W,0805,Resistor 2.2k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_2.4k_0805_1/10W_1%,2.4k,1%,1/10W,0805,Resistor 2.4k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_2.7k_0805_1/10W_1%,2.7k,1%,1/10W,0805,Resistor 2.7k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_3.0k_0805_1/10W_1%,3.0k,1%,1/10W,0805,Resistor 3.0k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_3.3k_0805_1/10W_1%,3.3k,1%,1/10W,0805,Resistor 3.3k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_3.6k_0805_1/10W_1%,3.6k,1%,1/10W,0805,Resistor 3.6k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_3.9k_0805_1/10W_1%,3.9k,1%,1/10W,0805,Resistor 3.9k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_4.3k_0805_1/10W_1%,4.3k,1%,1/10W,0805,Resistor 4.3k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_4.7k_0805_1/10W_1%,4.7k,1%,1/10W,0805,Resistor 4.7k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_5.1k_0805_1/10W_1%,5.1k,1%,1/10W,0805,Resistor 5.1k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_5.6k_0805_1/10W_1%,5.6k,1%,1/10W,0805,Resistor 5.6k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_6.2k_0805_1/10W_1%,6.2k,1%,1/10W,0805,Resistor 6.2k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_6.8k_0805_1/10W_1%,6.8k,1%,1/10W,0805,Resistor 6.8k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_7.5k_0805_1/10W_1%,7.5k,1%,1/10W,0805,Resistor 7.5k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_8.2k_0805_1/10W_1%,8.2k,1%,1/10W,0805,Resistor 8.2k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_9.1k_0805_1/10W_1%,9.1k,1%,1/10W,0805,Resistor 9.1k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_10k_0805_1/10W_1%,10k,1%,1/10W,0805,Resistor 10k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_11k_0805_1/10W_1%,11k,1%,1/10W,0805,Resistor 11k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_12k_0805_1/10W_1%,12k,1%,1/10W,0805,Resistor 12k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_13k_0805_1/10W_1%,13k,1%,1/10W,0805,Resistor 13k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_15k_0805_1/10W_1%,15k,1%,1/10W,0805,Resistor 15k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_16k_0805_1/10W_1%,16k,1%,1/10W,0805,Resistor 16k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_18k_0805_1/10W_1%,18k,1%,1/10W,0805,Resistor 18k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_20k_0805_1/10W_1%,20k,1%,1/10W,0805,Resistor 20k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_22k_0805_1/10W_1%,22k,1%,1/10W,0805,Resistor 22k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_24k_0805_1/10W_1%,24k,1%,1/10W,0805,Resistor 24k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_27k_0805_1/10W_1%,27k,1%,1/10W,0805,Resistor 27k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_30k_0805_1/10W_1%,30k,1%,1/10W,0805,Resistor 30k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_33k_0805_1/10W_1%,33k,1%,1/10W,0805,Resistor 33k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_36k_0805_1/10W_1%,36k,1%,1/10W,0805,Resistor 36k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_39k_0805_1/10W_1%,39k,1%,1/10W,0805,Resistor 39k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_43k_0805_1/10W_1%,43k,1%,1/10W,0805,Resistor 43k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_47k_0805_1/10W_1%,47k,1%,1/10W,0805,Resistor 47k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_51k_0805_1/10W_1%,51k,1%,1/10W,0805,Resistor 51k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_56k_0805_1/10W_1%,56k,1%,1/10W,0805,Resistor 56k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_62k_0805_1/10W_1%,62k,1%,1/10W,0805,Resistor 62k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_68k_0805_1/10W_1%,68k,1%,1/10W,0805,Resistor 68k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_75k_0805_1/10W_1%,75k,1%,1/10W,0805,Resistor 75k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_82k_0805_1/10W_1%,82k,1%,1/10W,0805,Resistor 82k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_91k_0805_1/10W_1%,91k,1%,1/10W,0805,Resistor 91k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_100k_0805_1/10W_1%,100k,1%,1/10W,0805,Resistor 100k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_110k_0805_1/10W_1%,110k,1%,1/10W,0805,Resistor 110k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_120k_0805_1/10W_1%,120k,1%,1/10W,0805,Resistor 120k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_130k_0805_1/10W_1%,130k,1%,1/10W,0805,Resistor 130k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_150k_0805_1/10W_1%,150k,1%,1/10W,0805,Resistor 150k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_160k_0805_1/10W_1%,160k,1%,1/10W,0805,Resistor 160k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
Res_180k_0805_1/10W_1%,180k,1%,1/10W,0805,Resistor 180k 0805 1/10W 1%,Nick Mah,2018-10-20,Resistor,Symbols/Passives.schlib,0805,Footprints/Passibes.Pcblib
