"Name","Value","Voltage_Rating","Dielectric","Package","Comment","Created_By","Created_Date","Library Ref","Library Path","Footprint Ref","Footprint Path"
Ind_1.0pf_16V_CAP 0402/1005,1.0pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1.0pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1.1pf_16V_CAP 0402/1005,1.1pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1.1pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1.2pf_16V_CAP 0402/1005,1.2pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1.2pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1.3pf_16V_CAP 0402/1005,1.3pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1.3pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1.5pf_16V_CAP 0402/1005,1.5pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1.5pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1.6pf_16V_CAP 0402/1005,1.6pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1.6pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1.8pf_16V_CAP 0402/1005,1.8pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1.8pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_2.0pf_16V_CAP 0402/1005,2.0pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 2.0pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_2.2pf_16V_CAP 0402/1005,2.2pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 2.2pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_2.4pf_16V_CAP 0402/1005,2.4pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 2.4pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_2.7pf_16V_CAP 0402/1005,2.7pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 2.7pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_3.0pf_16V_CAP 0402/1005,3.0pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 3.0pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_3.3pf_16V_CAP 0402/1005,3.3pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 3.3pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_3.6pf_16V_CAP 0402/1005,3.6pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 3.6pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_3.9pf_16V_CAP 0402/1005,3.9pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 3.9pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_4.3pf_16V_CAP 0402/1005,4.3pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 4.3pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_4.7pf_16V_CAP 0402/1005,4.7pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 4.7pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_5.1pf_16V_CAP 0402/1005,5.1pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 5.1pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_5.6pf_16V_CAP 0402/1005,5.6pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 5.6pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_6.2pf_16V_CAP 0402/1005,6.2pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 6.2pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_6.8pf_16V_CAP 0402/1005,6.8pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 6.8pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_7.5pf_16V_CAP 0402/1005,7.5pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 7.5pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_8.2pf_16V_CAP 0402/1005,8.2pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 8.2pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_9.1pf_16V_CAP 0402/1005,9.1pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 9.1pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_10pf_16V_CAP 0402/1005,10pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 10pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_11pf_16V_CAP 0402/1005,11pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 11pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_12pf_16V_CAP 0402/1005,12pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 12pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_13pf_16V_CAP 0402/1005,13pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 13pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_15pf_16V_CAP 0402/1005,15pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 15pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_16pf_16V_CAP 0402/1005,16pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 16pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_18pf_16V_CAP 0402/1005,18pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 18pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_20pf_16V_CAP 0402/1005,20pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 20pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_22pf_16V_CAP 0402/1005,22pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 22pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_24pf_16V_CAP 0402/1005,24pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 24pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_27pf_16V_CAP 0402/1005,27pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 27pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_30pf_16V_CAP 0402/1005,30pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 30pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_33pf_16V_CAP 0402/1005,33pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 33pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_36pf_16V_CAP 0402/1005,36pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 36pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_39pf_16V_CAP 0402/1005,39pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 39pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_43pf_16V_CAP 0402/1005,43pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 43pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_47pf_16V_CAP 0402/1005,47pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 47pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_51pf_16V_CAP 0402/1005,51pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 51pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_56pf_16V_CAP 0402/1005,56pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 56pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_62pf_16V_CAP 0402/1005,62pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 62pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_68pf_16V_CAP 0402/1005,68pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 68pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_75pf_16V_CAP 0402/1005,75pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 75pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_82pf_16V_CAP 0402/1005,82pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 82pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_91pf_16V_CAP 0402/1005,91pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 91pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_100pf_16V_CAP 0402/1005,100pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 100pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_110pf_16V_CAP 0402/1005,110pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 110pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_120pf_16V_CAP 0402/1005,120pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 120pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_130pf_16V_CAP 0402/1005,130pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 130pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_150pf_16V_CAP 0402/1005,150pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 150pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_160pf_16V_CAP 0402/1005,160pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 160pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_180pf_16V_CAP 0402/1005,180pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 180pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_200pf_16V_CAP 0402/1005,200pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 200pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_220pf_16V_CAP 0402/1005,220pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 220pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_240pf_16V_CAP 0402/1005,240pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 240pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_270pf_16V_CAP 0402/1005,270pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 270pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_300pf_16V_CAP 0402/1005,300pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 300pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_330pf_16V_CAP 0402/1005,330pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 330pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_360pf_16V_CAP 0402/1005,360pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 360pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_390pf_16V_CAP 0402/1005,390pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 390pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_430pf_16V_CAP 0402/1005,430pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 430pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_470pf_16V_CAP 0402/1005,470pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 470pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_510pf_16V_CAP 0402/1005,510pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 510pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_560pf_16V_CAP 0402/1005,560pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 560pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_620pf_16V_CAP 0402/1005,620pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 620pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_680pf_16V_CAP 0402/1005,680pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 680pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_750pf_16V_CAP 0402/1005,750pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 750pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_820pf_16V_CAP 0402/1005,820pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 820pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_910pf_16V_CAP 0402/1005,910pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 910pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1000pf_16V_CAP 0402/1005,1000pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1000pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1100pf_16V_CAP 0402/1005,1100pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1100pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1200pf_16V_CAP 0402/1005,1200pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1200pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1300pf_16V_CAP 0402/1005,1300pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1300pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1500pf_16V_CAP 0402/1005,1500pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1500pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1600pf_16V_CAP 0402/1005,1600pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1600pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_1800pf_16V_CAP 0402/1005,1800pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 1800pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_2000pf_16V_CAP 0402/1005,2000pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 2000pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_2200pf_16V_CAP 0402/1005,2200pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 2200pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_2400pf_16V_CAP 0402/1005,2400pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 2400pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_2700pf_16V_CAP 0402/1005,2700pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 2700pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_3000pf_16V_CAP 0402/1005,3000pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 3000pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_3300pf_16V_CAP 0402/1005,3300pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 3300pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_3600pf_16V_CAP 0402/1005,3600pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 3600pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_3900pf_16V_CAP 0402/1005,3900pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 3900pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_4300pf_16V_CAP 0402/1005,4300pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 4300pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_4700pf_16V_CAP 0402/1005,4700pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 4700pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_5100pf_16V_CAP 0402/1005,5100pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 5100pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_5600pf_16V_CAP 0402/1005,5600pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 5600pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_6200pf_16V_CAP 0402/1005,6200pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 6200pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_6800pf_16V_CAP 0402/1005,6800pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 6800pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_7500pf_16V_CAP 0402/1005,7500pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 7500pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_8200pf_16V_CAP 0402/1005,8200pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 8200pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_9100pf_16V_CAP 0402/1005,9100pf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 9100pf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_0.010uf_16V_CAP 0402/1005,0.010uf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 0.010uf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_0.015uf_16V_CAP 0402/1005,0.015uf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 0.015uf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_0.022uf_16V_CAP 0402/1005,0.022uf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 0.022uf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_0.033uf_16V_CAP 0402/1005,0.033uf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 0.033uf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_0.047uf_16V_CAP 0402/1005,0.047uf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 0.047uf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_0.068uf_16V_CAP 0402/1005,0.068uf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 0.068uf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_0.10uf_16V_CAP 0402/1005,0.10uf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 0.10uf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_0.15uf_16V_CAP 0402/1005,0.15uf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 0.15uf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_0.22uf_16V_CAP 0402/1005,0.22uf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 0.22uf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_0.33uf_16V_CAP 0402/1005,0.33uf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 0.33uf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_0.47uf_16V_CAP 0402/1005,0.47uf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 0.47uf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
Ind_0.68uf_16V_CAP 0402/1005,0.68uf,16V,Ceramic,CAP 0402/1005,Inductor MLCC 0.68uf 16V CAP 0402/1005,Nick Mah,2018-10-20,Inductors,Symbols/Passives.schlib,CAP 0402/1005,Footprints/Passives.Pcblib
